Year,Month,Day,State,Event Type
2001,August,17,MINNESOTA,Hail
2001,August,14,MINNESOTA,Hail
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,August,1,MINNESOTA,Heat
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Funnel Cloud
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,July,30,MINNESOTA,Heat
2001,July,17,MINNESOTA,Lightning
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Flash Flood
2001,July,31,MINNESOTA,Hail
2001,July,31,MINNESOTA,Tornado
2001,July,31,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,July,18,MINNESOTA,Flash Flood
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,September,20,MINNESOTA,Hail
2001,October,25,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,High Wind
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,September,22,MINNESOTA,Thunderstorm Wind
2001,September,22,MINNESOTA,Hail
2001,September,22,MINNESOTA,Hail
2001,September,6,MINNESOTA,Hail
2001,September,6,MINNESOTA,Hail
2001,September,6,MINNESOTA,Hail
2001,September,6,MINNESOTA,Hail
2001,September,6,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,26,MINNESOTA,Hail
2001,August,26,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,October,25,MINNESOTA,High Wind
2001,October,25,MINNESOTA,High Wind
2001,October,25,MINNESOTA,High Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,August,17,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,1,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Tornado
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Tornado
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,5,MINNESOTA,Hail
2001,August,5,MINNESOTA,Hail
2001,August,5,MINNESOTA,Hail
2001,August,22,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,1,MINNESOTA,Heat
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Hail
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Hail
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Hail
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Thunderstorm Wind
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,5,MINNESOTA,Hail
2001,August,5,MINNESOTA,Thunderstorm Wind
2001,August,5,MINNESOTA,Hail
2001,August,5,MINNESOTA,Hail
2001,August,5,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,17,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Flash Flood
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,July,18,MINNESOTA,Thunderstorm Wind
2001,July,18,MINNESOTA,Hail
2001,July,18,MINNESOTA,Thunderstorm Wind
2001,July,18,MINNESOTA,Hail
2001,July,18,MINNESOTA,Thunderstorm Wind
2001,July,18,MINNESOTA,Hail
2001,July,18,MINNESOTA,Thunderstorm Wind
2001,July,18,MINNESOTA,Hail
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,22,MINNESOTA,Thunderstorm Wind
2001,July,29,MINNESOTA,Hail
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Hail
2001,August,22,MINNESOTA,Hail
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,18,MINNESOTA,Thunderstorm Wind
2001,July,18,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Hail
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Hail
2001,July,23,MINNESOTA,Hail
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,22,MINNESOTA,Thunderstorm Wind
2001,July,22,MINNESOTA,Thunderstorm Wind
2001,July,30,MINNESOTA,Heat
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Hail
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,August,4,MINNESOTA,Heat
2001,July,22,MINNESOTA,Thunderstorm Wind
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,5,MINNESOTA,Hail
2001,July,19,MINNESOTA,Thunderstorm Wind
2001,July,19,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,26,MINNESOTA,Hail
2001,August,26,MINNESOTA,Hail
2001,August,26,MINNESOTA,Hail
2001,August,26,MINNESOTA,Hail
2001,August,26,MINNESOTA,Hail
2001,August,26,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,21,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Hail
2001,August,21,MINNESOTA,Thunderstorm Wind
2001,July,23,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,July,24,MINNESOTA,Flash Flood
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,30,MINNESOTA,Heat
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Hail
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,17,MINNESOTA,Thunderstorm Wind
2001,July,30,MINNESOTA,Heat
2001,July,22,MINNESOTA,Hail
2001,July,22,MINNESOTA,Hail
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,November,24,MINNESOTA,Winter Weather
2001,November,24,MINNESOTA,Winter Weather
2001,November,24,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,24,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,December,5,MINNESOTA,High Wind
2001,October,20,MINNESOTA,Lightning
2001,July,31,MINNESOTA,Thunderstorm Wind
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,September,20,MINNESOTA,Hail
2001,September,20,MINNESOTA,Hail
2001,September,9,MINNESOTA,Tornado
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,October,24,MINNESOTA,Winter Weather
2001,September,20,MINNESOTA,Hail
2001,September,20,MINNESOTA,Hail
2001,September,20,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,24,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,August,1,MINNESOTA,Thunderstorm Wind
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,August,4,MINNESOTA,Heat
2001,October,24,MINNESOTA,Winter Weather
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,14,MINNESOTA,Hail
2001,August,15,MINNESOTA,Hail
2001,August,15,MINNESOTA,Hail
2001,August,15,MINNESOTA,Hail
2001,August,18,MINNESOTA,Hail
2001,August,29,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,7,MINNESOTA,Heat
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,August,8,MINNESOTA,Hail
2001,August,8,MINNESOTA,Thunderstorm Wind
2001,November,26,MINNESOTA,Winter Weather
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,October,24,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,High Wind
2001,October,25,MINNESOTA,High Wind
2001,October,25,MINNESOTA,High Wind
2001,October,25,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,October,25,MINNESOTA,Winter Weather
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,29,MINNESOTA,Hail
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,August,1,MINNESOTA,Heat
2001,November,26,MINNESOTA,Winter Weather
2001,December,5,MINNESOTA,Hail
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2001,November,26,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,17,MINNESOTA,Winter Weather
2002,December,17,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,17,MINNESOTA,Winter Weather
2002,December,17,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,18,MINNESOTA,Winter Weather
2002,December,17,MINNESOTA,Winter Weather
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,September,18,MINNESOTA,Hail
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,November,29,MINNESOTA,High Wind
2002,January,31,MINNESOTA,Winter Weather
2002,January,31,MINNESOTA,Winter Weather
2002,January,31,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,9,MINNESOTA,Winter Weather
2002,February,24,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,9,MINNESOTA,Winter Weather
2002,January,13,MINNESOTA,Winter Weather
2002,January,13,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,24,MINNESOTA,Winter Weather
2002,February,24,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,9,MINNESOTA,Winter Weather
2002,February,24,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,1,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,March,9,MINNESOTA,Winter Weather
2002,March,1,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,9,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,March,9,MINNESOTA,Winter Weather
2002,March,9,MINNESOTA,Winter Weather
2002,March,9,MINNESOTA,Winter Weather
2002,March,9,MINNESOTA,Winter Weather
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,February,11,MINNESOTA,High Wind
2002,March,9,MINNESOTA,Winter Weather
2002,March,9,MINNESOTA,Winter Weather
2002,January,31,MINNESOTA,Winter Weather
2002,January,31,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,February,9,MINNESOTA,Winter Weather
2002,March,9,MINNESOTA,Winter Weather
2002,April,23,MINNESOTA,Hail
2002,March,8,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,March,8,MINNESOTA,Winter Weather
2002,March,7,MINNESOTA,Winter Weather
